"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Guinea-Bissau","GNB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396.46","320.17","251.22","182.29","121.23","93.26","78.21","76.5","87.5","106.34","124.54","129.31","126.55","120.88","105.73","89.59","74.16","70.21","71.68","87.1","95.17","98.71","97.61","97.81","110.13","",
"Equatorial Guinea","GNQ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334.3","331.5","325.04","332.79","346.23","357.64","356.69","353.65","332.63","303.16","288.37","290.83","312.77","333.66","334","333.82","315.21","291.23","268.08","247.4","244.3","239.58","237.56","229.81","227.73","",
"Greece","GRC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21","4.72","4.57","3.89","3.53","4.73","3.63","1.75","0.8","0.77","0.86","0.71","0.55","0.63","0.49","0.54","0.48","0.39","0.28","0.19","0.09","0.1","0.14","0.22","0.21","",
"Guam","GUM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.97","49.67","40.14","50.69","53.01","71.73","36.4","20.74","21.69","23.77","39.55","52.08","58.38","76.61","29.58","23.76","25.3","32.75","38.87","32.25","27.36","31.53","32.23","42.66","38.74","",
"High income","HIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64","5.78","4.02","3.21","3.83","3.46","2.48","2.11","1.62","1.74","1.76","1.33","1.1","0.9","0.56","0.58","0.66","0.2","0.11","0.05","0.12","0.16","0.37","0.27","0.23","",
"Heavily indebted poor countries (HIPC)","HPC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316.109593620411","319.287717439787","311.103697727722","306.611992750144","295.597412325297","282.364808993041","271.436472132094","257.020699611189","247.86369068765","250.251713947543","249.211802352765","241.23484726401","234.341274014264","227.310612958656","217.293352479588","217.717847059736","211.880924729041","213.962648199209","205.676445215294","199.720752182979","203.182753786072","201.058632093719","197.82201812178","205.348388011798","210.29648954023","",
"Croatia","HRV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.71","9.71","9.71","9.71","9.71","9.71","9.86","8.75","10.52","9.71","9.71","9.2","7.29","6.85","3.57","3.42","3.81","3.43","1.63","1.78","3.79","2.22","2.55","2.29","8.7","",
"Hungary","HUN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.633603242991","14.5221398249882","13.3635706712516","13.7883601203451","14.4168232212044","14.8714851657815","12.0099056491015","10.905410984108","10.253051760824","9.64221165216367","9.39846598965858","7.91739192664286","6.74892006559902","5.84501755444651","5.82873792914817","6.01561416951582","6.21083138791399","5.72562406436013","5.34686213276893","5.17607383515808","5.05594490035139","","4.83852289773027","","5.05183733658656","",
"IDA & IBRD total","IBT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2905594508328","81.116903450734","78.9209289641626","79.0970176292987","78.4215491441404","76.9688526078001","73.8201999679618","71.0423172869474","69.2486226227465","69.5536619550123","68.5377533662689","65.5425467855951","63.2053750602361","60.8167356385954","59.1287637569131","59.4619706570734","59.1477260710128","60.191802379655","58.9158940968661","58.4283471973723","60.7155010354688","71.0703151195718","61.191863917524","73.9610551970527","64.5374776076498","",
"IDA total","IDA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234.378768074654","235.669482171008","229.268735927833","227.040991602894","221.633035886789","214.167439361892","208.583329354021","200.342979559572","194.354075895957","194.9161561977","191.523458100353","183.850416802414","177.754501229333","171.166793605705","164.976010200394","164.397065840933","161.848357366367","164.53802277158","160.146489608672","157.594071008067","162.036452890157","160.605687744579","160.601919570149","165.892746567","166.654705515766","",
"IDA blend","IDB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.202282770515","213.522249769815","207.446257609114","207.486795895881","207.475539044714","203.228546833594","200.736090055243","196.903684444822","192.450123147499","189.28585511138","179.921213164938","170.456637134196","158.230755166205","148.872591433099","143.685617835142","141.068227262918","142.443245037171","145.487696352377","145.292913641599","146.617557531832","153.903602334906","150.220940914808","153.533524446731","155.036493254625","151.094299649428","",
"Indonesia","IDN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28","5.28","5.28","5.28","4.77","5.14","5.92","5.28","5.28","5.28","8.09","7.26","7.11","5.98","4.49","3.97","4.11","2.78","2.45","1.96","1.93","1.56","1.99","1.81","2.23","",
"IDA only","IDX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249.514131278863","250.8194905503","244.191327440013","240.400419056348","231.308071673405","221.641079451622","213.939501087726","202.691076519709","195.655345108783","198.767766237158","199.464779624757","193.012640877497","191.086951933291","186.356771649738","179.447163241462","180.200180981084","174.926451239741","177.307292673508","170.046965839188","164.864660291252","167.39165595853","167.449324633364","165.236405659419","172.967970716037","176.674355962363","",
"Isle of Man","IMN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","21.63","19.51","20.28","21.75","22.41","16.5","14.9","14.54","13.84","13.09","10.54","8.1","6.26","6.33","6.44","6.29","4.61","3.43","2.84","2.53","2.5","1.4","1.34","1.48","",
"Not classified","INX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.07","28.03","22.41","33.56","19.27","25.86","21.23","20.63","10.83","5.57","2.34","2.04","0.93","0.58","0.43","0.2","0.09","0.07","0","0","0","0","1.57","2.73","2.18","",
"Iraq","IRQ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","0.39","0.28","0.1","0.04","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Iceland","ISL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","","0","",
"Kenya","KEN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.26","243.23","227.55","220.14","184.42","138.92","125.53","94.84","79.78","77.6","80.27","82.58","84.23","85.44","84.43","81.8","77.26","76.85","74.15","71.67","85","88.69","82.09","73.77","74.17","",
"Kyrgyz Republic","KGZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.68","0.11","0.02","0.05","0.08","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","",
"Cambodia","KHM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.47","43.16","38.16","50.07","42.78","40.66","45.14","19.41","21.49","41.97","34.25","35.14","24.46","15.64","21.95","19.69","11.01","17.73","6.05","3.08","0.94","0.36","0.33","0.11","0.03","",
"Kiribati","KIR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28","0.78","0.54","0.35","0.26","0.41","0.61","0.66","0.31","0.26","0.37","0.15","0.11","0.11","0.16","0.18","0.17","0.12","0.14","0.13","0.1","0.08","0.11","0.18","0.18","",
"Kuwait","KWT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9488787012174","11.988720661316","10.668302179738","10.1656855214824","9.71848100714631","10.6269217756175","9.23286971413729","8.20447253749043","5.63396498927501","5.43605963004248","6.28083191570818","4.4381279581191","4.02591449072516","3.53010371162324","2.83964056038877","3.20043769069354","3.10149536746863","3.46549200830861","3.30394374962718","3.10505055589919","3.0876753651893","2.61978788460998","2.5722653516927","2.91715389482985","3.75610735684893","",
"Lao PDR","LAO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.76","21.61","17.26","15.42","13.41","11.46","15.78","14.5","12.95","14.62","13.28","9.08","23.57","19.93","25.16","17.66","7.47","4","4.22","2.8","1.48","1.65","0.94","0.29","0.13","",
"Lebanon","LBN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397.08","406.05","415.53","423.21","406.13","403.18","390.79","372.68","357.06","342.42","322.14","299.38","266.12","260.75","287.7","318.13","348.7","356.09","331.58","300.8","276.93","216.07","181.79","179.32","172.34","",
"Libya","LBY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4698065919969","10.8452575450177","9.7394498317067","9.39950172193464","9.16602631542683","10.0351895957577","8.51894396326198","7.5582220221097","5.25681047148957","5.12116285780506","6.04116368220519","4.48626869053793","4.22208759652859","4.10110142840366","3.34934026036144","3.98777069442422","4.74289387275743","6.4469978405064","6.27519308643254","6.007992634421","4.32791821117182","3.82852823824137","3.45709429021754","3.71233765892747","4.26477772667526","",
"Least developed countries: UN classification","LDC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263.786827795462","266.380053458087","259.308643563108","256.227298059125","247.418457010291","237.466941789391","229.297501591025","216.413001882995","206.997878038372","207.873829072174","206.602084225225","198.56561034753","196.3250026842","191.795395075638","185.326541949005","187.627509574972","183.580184105193","187.663872330452","181.070947554048","175.939855201333","178.489247965688","178.321921093161","176.157690183289","184.774490714809","189.907178360387","",
"Low income","LIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.394746010687","300.130119572766","294.30934336166","287.448227531293","274.787382174928","271.297750029586","265.729026955335","254.872456830959","249.40776255699","249.808008627793","245.874186157944","237.486696502343","231.643380934122","222.030078077244","217.063178858591","221.941315944101","222.130723522664","231.864033100026","226.512697040895","218.596043912285","219.061070854011","216.94880878996","210.072112573348","214.974564832902","217.866749576673","",
"Liechtenstein","LIE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.33","14.76","9.09","2.29","0.81","0.35","0.13","0.04","0.14","0.11","0.14","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Lower middle income","LMC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7534164353985","78.4226967195915","75.4744893275426","75.748372087977","75.9242331632729","75.1356233588468","70.4307228561721","67.7456745728191","65.8029570515638","64.5194264549573","62.4716635232767","58.882096793428","55.0552639514031","51.8080558593289","50.8719989247067","50.4329056240021","50.3982521591428","50.3214169639498","49.7392604989924","50.0064316849628","52.0301424468728","52.1256653266477","52.9042455451059","53.5539369210104","53.0165166709358","",
"Low & middle income","LMY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.788859357391","79.2789865947114","77.2899858577251","77.1672734997683","76.3006706695055","75.9268224474812","72.9100151317423","70.4377880288152","68.9545650364883","68.6036923279924","67.1988297068809","64.3057735464681","61.6145464813572","58.6974313216404","57.6916917676254","58.2617534938908","58.594398139193","60.0222799782523","59.3740952595006","58.9335665293733","60.9652650901442","71.8023358957056","61.3128653622248","73.2464179513468","63.0894636557665","",
"Lesotho","LSO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.30902338553522","1.85432974030538","1.53352385068464","1.33672306046154","1.24119100751014","1.36661146165119","1.23359915983444","1.11806571165693","0.742207284935724","0.72584552620832","0.864362012812218","0.617287861116154","0.61063145057013","0.508958458578597","0.370148420634065","0.374695571596023","0.354601608591553","0.420032700718473","0.430428530000383","0.406341986167273","0.380384262528573","","0.338339959201249","","0.458313469941042","",
"Lithuania","LTU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Monaco","MCO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.85","65.26","51.2","65.3","44.83","34.6","33.78","30.68","29.9","44.57","44.52","37.08","70.79","63.67","49.8","106.98","63.37","77.22","71.86","71.73","138.73","166.33","117.08","200.02","255.45","",
"Maldives","MDV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7531831170682","11.2314752311175","11.3469705574471","10.1912806711121","6.98361490351907","6.91338588719249","6.98784434295184","5.90880047860761","4.58644784986351","5.22085707574205","7.32387109220853","7.63891265799355","6.55548159537683","5.56712664071932","4.43925962839302","4.33366113380478","5.480837084389","5.31154018848225","4.92395571885756","4.20824219241085","3.59060771590267","3.72697164945968","7.94548646425802","11.3327864008923","9.97084346655505","",
"Mexico","MEX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.53","2.35","2.15","1.75","1.54","1.32","1.11","1.02","1.01","1.14","0.51","0.43","0.34","0.2","0.26","0.2","0.21","0.28","0.31","0.23","0.13","0.09","0.06","0.02","0.1","",
"Marshall Islands","MHL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.264819095265","54.1303945816313","52.2459276056284","52.5572188360382","52.7632082320931","52.4367029517604","49.3717845736098","47.581890975117","46.2709004183301","45.5058462394744","44.234376905492","41.7451677457929","39.1869604535547","36.9184791069443","36.2162536492088","35.9502507816705","36.0029889349443","35.9353330552096","35.565348222258","35.7868127257496","37.5077800590557","45.3408638344903","38.3793284079763","46.6296643304547","38.5382068918593","",
"North Macedonia","MKD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394.98","396.22","405.09","412.36","417.89","419.83","395.08","378.67","369.17","364.79","373.6","394.18","424.29","441","429.54","381.71","374.39","376.98","377.17","325.76","349.39","345.92","346.22","346.22","346.22","",
"Malta","MLT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","34.4","34.4","34.4","34.4","34.4","24.45","30.65","37.33","35.2","35.29","30.81","40.4","13.97","8.69","6.1","3.61","2.67","2.39","1.71","1.78","6.3","12.51","17.96","14.78","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8732086298892","11.3705100291454","11.4898635116414","10.3221772281935","7.07395426026187","7.00424344512996","7.07988581772355","5.98897786970674","4.64995121494046","5.29367645019396","7.42711035551085","7.75227693346542","6.78186927056593","5.76627194083906","4.60295143381464","4.49839489913673","5.69389125252881","5.51917323389183","5.11460187665926","4.36848885774668","3.72510851764581","3.86700154548884","8.25165268100721","11.7810428265948","10.3719705357006","",
"Montenegro","MNE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.67","489.94","494.65","483.85","459.3","442.25","417.42","388.02","369.61","371.47","377.94","375.99","375.23","372.38","361.47","353.67","345.21","333.74","331.3","323.97","320.65","312.45","304.5","303.5","295.1","",
"Mauritania","MRT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.39","93.67","92.59","96.01","86.37","84.33","76.41","75.8","65.48","32.98","36.28","46.39","24.34","27.11","56.3","73.55","94.53","72.79","79.68","60.21","64.11","26.25","57.55","42.86","69.55","",
"Mauritius","MUS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452.55","464.48","439.55","404.31","376.52","373.65","359.15","348.76","359.36","377.56","389.81","395.25","354.96","306.13","275.05","260.88","260.92","264.44","270.95","280.29","283.01","280.49","285.5","291.01","294.53","",
